IP Address,MAC Address,Device Name,Subnet,Device Type,VLAN,Location,Active,Last Seen,Serial Number,Manufacturer,Model,Firmware Version,Managed By,Assignment Type,Timestamp,Criticality,Network Purpose,DNS Records,IP Assignment Date,Change Reference
10.4.160.246,78:A4:EC:F7:29:35,SFO-DC2-R70,10.4.160.0/24,Router,3563,SFO-DC2-R2-C2,Decommissioned,2024-10-18T13:06:24Z,JNW22W22WW,Juniper Networks ,MX10003,JunOS 19.2R3,Global Network Services,Static,2024-10-18T13:06:24Z,Medium,Server Farm,sfo-dc2-r70.global.org,2023-06-25T22:00:26Z,CHG81707
10.2.150.185,8A:A5:BE:54:48:94,NYC-DC2-R16,10.2.150.0/24,Router,3059,NYC-DC2-R3-C6,Decommissioned,2025-04-26T15:22:32Z,JNZ55Z55ZZ,Juniper Networks ,MX480,JunOS 20.3R5,Core Network Team,DHCP,2025-04-26T15:22:32Z,Medium,Core Infrastructure,nyc-dc2-r16.global.org,2023-07-11T04:52:22Z,CHG29706
10.1.102.178,30:EA:A9:30:1F:EF,NYC-DC2-R90,10.1.102.0/24,Router,2988,NYC-DC2-R5-C12,Decommissioned,2024-12-14T14:00:27Z,JNC88C88CC,Juniper Networks ,MX480,JunOS 20.4R6,Network Operations Team,Reserved,2024-12-14T14:00:27Z,High,Core Infrastructure,nyc-dc2-r90.corp.local,2023-06-01T16:29:50Z,CHG87678
10.4.52.33,C4:A9:8D:F2:6B:56,SFO-DC2-R23,10.4.52.0/24,Network Router,3670,SFO-DC2-R1-C5,Decommissioned,2024-05-31T19:23:55Z,JNZ11Z11ZZ,Juniper Networks ,MX204,JunOS 20.0R5,Global Network Services,Reserved,2024-05-31T19:23:55Z,Low,Voice Network,sfo-dc2-r23.global.org,2023-09-06T15:03:40Z,CHG49656
10.2.193.199,C5:F2:B5:9F:A2:28,NYC-DC1-R72,10.2.193.0/24,Router,3686,NYC-DC1-R7-C12,Maintenance,2024-12-04T06:25:11Z,JNF22F22FF,Juniper Networks ,MX480,JunOS 21.4R1,Core Network Team,DHCP,2024-12-04T06:25:11Z,Medium,Management Network,nyc-dc1-r72.global.org,2024-02-25T22:13:46Z,CHG97823
10.6.195.96,5B:05:64:E2:B8:63,SYD-DC1-R79,10.6.195.0/24,Router,1127,SYD-DC1-R8-C13,Active,2025-01-07T22:52:39Z,JNS11S11SS,Juniper Networks ,MX204,JunOS 21.4R0,Network Operations Team,DHCP,2025-01-07T22:52:39Z,Low,Server Farm,syd-dc1-r79.company.com,2023-12-10T19:28:48Z,CHG13988
10.7.242.192,35:13:BD:0E:4E:5A,SIN-DC1-R63,10.7.242.0/24,Router,2515,SIN-DC1-R1-C11,Planned,2025-01-11T00:23:26Z,JNC00C00CC,Juniper Networks ,MX480,JunOS 21.4R3,Security Infrastructure Team,Reserved,2025-01-11T00:23:26Z,Low,Server Farm,sin-dc1-r63.enterprise.net,2023-11-19T03:00:33Z,CHG11857
10.6.75.187,88:2A:58:E3:16:8D,SYD-DC1-R09,10.6.75.0/24,Router,2989,SYD-DC1-R2-C6,Planned,2024-07-11T11:23:59Z,JNL77L77LL,Juniper,MX480,JunOS 19.1R1,Enterprise Network Team,Reserved,2024-07-11T11:23:59Z,High,User Access,syd-dc1-r09.company.com,2024-02-24T08:44:23Z,CHG32195
10.5.157.215,61:43:9E:1B:C2:92,LON-DC1-R11,10.5.157.0/24,Router,2858,LON-DC1-R8-C9,Active,2024-08-10T07:43:22Z,JNI55I55II,Juniper,MX480,JunOS 19.2R4,Global Network Services,DHCP,2024-08-10T07:43:22Z,Low,Server Farm,lon-dc1-r11.enterprise.net,2023-09-15T01:58:15Z,CHG94125
10.4.79.138,6B:DE:B1:93:6A:AF,SFO-DC1-R75,10.4.79.0/24,Router,2586,SFO-DC1-R3-C16,Maintenance,2025-01-12T06:28:05Z,JNC33C33CC,Juniper,SRX380,JunOS 19.1R8,Global Network Services,Reserved,2025-01-12T06:28:05Z,Medium,Management Network,sfo-dc1-r75.enterprise.net,2023-09-24T04:17:39Z,CHG83894
10.7.183.223,04:51:D7:F3:AB:AC,SIN-DC1-R42,10.7.183.0/24,Router,998,SIN-DC1-R5-C12,Planned,2025-03-21T12:42:34Z,JNA99A99AA,Juniper,MX204,JunOS 20.6R7,Global Network Services,Reserved,2025-03-21T12:42:34Z,High,Voice Network,sin-dc1-r42.global.org,2023-08-27T04:11:07Z,CHG15259
10.7.137.245,CD:0E:53:55:99:65,SIN-DC1-R54,10.7.137.0/24,Router,1887,SIN-DC1-R1-C5,Maintenance,2024-07-04T19:28:02Z,JNE00E00EE,Juniper,MX480,JunOS 20.7R6,Security Infrastructure Team,DHCP,2024-07-04T19:28:02Z,High,Voice Network,sin-dc1-r54.enterprise.net,2023-06-02T19:31:09Z,CHG34195
10.3.78.176,BF:02:F4:51:B0:33,SFO-DC2-R12,10.3.78.0/24,Router,1304,SFO-DC2-R3-C13,Planned,2024-06-20T12:05:47Z,JNR33R33RR,Juniper,MX10003,JunOS 19.1R6,Network Operations Team,Reserved,2024-06-20T12:05:47Z,Low,Core Infrastructure,sfo-dc2-r12.global.org,2023-12-20T10:14:27Z,CHG61622
10.5.113.227,5B:78:BC:B9:AE:00,LON-DC1-R86,10.5.113.0/24,Router,1574,LON-DC1-R3-C14,Maintenance,2024-09-10T11:32:40Z,JNC22C22CC,Juniper,MX10003,JunOS 20.6R1,Network Operations Team,DHCP,2024-09-10T11:32:40Z,High,IoT Connectivity,lon-dc1-r86.global.org,2024-01-19T20:22:02Z,CHG73000
10.6.54.120,2A:B1:33:CF:06:52,SYD-DC1-R21,10.6.54.0/24,Router,224,SYD-DC1-R5-C14,Planned,2025-02-25T03:57:38Z,JNE66E66EE,Juniper,SRX380,JunOS 21.6R6,Core Network Team,Reserved,2025-02-25T03:57:38Z,Medium,Management Network,syd-dc1-r21.global.org,2023-11-13T13:55:14Z,CHG58866
10.5.217.137,C4:28:4C:03:AC:84,LON-DC1-R15,10.5.217.0/24,Router,1504,LON-DC1-R1-C20,Planned,2024-10-27T08:12:54Z,JNQ77Q77QQ,Juniper,MX480,JunOS 19.1R7,Network Operations Team,DHCP,2024-10-27T08:12:54Z,High,DMZ,lon-dc1-r15.enterprise.net,2024-01-19T17:47:19Z,CHG48816
10.5.8.115,A6:98:12:39:B6:12,LON-DC1-R46,10.5.8.0/24,Router,3981,LON-DC1-R8-C20,Maintenance,2024-09-12T17:36:03Z,JNH88H88HH,Juniper,MX10003,JunOS 20.6R4,Enterprise Network Team,Reserved,2024-09-12T17:36:03Z,Medium,IoT Connectivity,lon-dc1-r46.global.org,2023-05-18T09:10:08Z,CHG20031
10.1.195.132,28:AC:9A:D8:CD:0B,NYC-DC1-R93,10.1.195.0/24,Router,3832,NYC-DC1-R7-C9,Maintenance,2025-02-21T00:46:58Z,JNI88I88II,Juniper,MX480,JunOS 21.7R3,Network Operations Team,Reserved,2025-02-21T00:46:58Z,High,Management Network,nyc-dc1-r93.company.com,2023-12-23T09:51:29Z,CHG62254
10.5.106.5,D4:42:8C:88:EC:A2,LON-DC1-R01,10.5.106.0/24,Router,1724,LON-DC1-R10-C11,Decommissioned,2024-12-15T22:07:28Z,JNH55H55HH,Juniper,MX204,JunOS 21.9R7,Global Network Services,Reserved,2024-12-15T22:07:28Z,Medium,IoT Connectivity,lon-dc1-r01.company.com,2023-09-12T18:53:59Z,CHG54642
10.6.107.137,57:C7:82:CE:10:28,SYD-DC1-R60,10.6.107.0/24,Router,1768,SYD-DC1-R7-C1,Planned,2024-12-06T23:32:47Z,JNY77Y77YY,Juniper,MX10003,JunOS 19.9R5,Enterprise Network Team,Reserved,2024-12-06T23:32:47Z,Low,User Access,syd-dc1-r60.global.org,2023-08-01T18:06:11Z,CHG59189
10.6.111.55,38:94:5B:51:CD:D1,SYD-DC1-R13,10.6.111.0/24,Router,2182,SYD-DC1-R7-C8,Decommissioned,2024-11-25T14:46:24Z,JNY99Y99YY,Juniper,SRX380,JunOS 19.5R8,Global Network Services,DHCP,2024-11-25T14:46:24Z,High,Voice Network,syd-dc1-r13.enterprise.net,2024-03-18T10:32:08Z,CHG68911
10.3.171.196,ED:58:32:C4:D6:D6,SFO-DC2-R37,10.3.171.0/24,Network Router,2999,SFO-DC2-R7-C1,Planned,2024-12-09T04:36:08Z,JNG99G99GG,Juniper,MX10003,JunOS 21.1R9,Enterprise Network Team,Static,2024-12-09T04:36:08Z,Medium,Management Network,sfo-dc2-r37.corp.local,2023-12-09T16:41:07Z,CHG91984
10.2.98.218,52:EA:BC:7A:59:F1,NYC-DC2-R03,10.2.98.0/24,Router,4054,NYC-DC2-R4-C6,Decommissioned,2024-10-20T21:30:53Z,JNK11K11KK,Juniper,MX480,JunOS 20.3R9,Enterprise Network Team,Reserved,2024-10-20T21:30:53Z,Medium,Voice Network,nyc-dc2-r03.company.com,2024-03-09T17:16:22Z,CHG89168
10.3.3.192,10:D0:F0:C5:24:D5,SFO-DC1-R60,10.3.3.0/24,Router,1632,SFO-DC1-R1-C12,Decommissioned,2025-03-12T19:36:33Z,JNW99W99WW,Juniper,SRX380,JunOS 21.0R4,Enterprise Network Team,Reserved,2025-03-12T19:36:33Z,High,User Access,sfo-dc1-r60.global.org,2023-10-16T01:06:07Z,CHG26260
10.5.187.106,AD:48:7C:F7:6B:87,LON-DC1-R93,10.5.187.0/24,Router,574,LON-DC1-R3-C17,Planned,2025-02-21T06:24:35Z,JNI77I77II,Juniper,MX204,JunOS 20.9R0,Core Network Team,Static,2025-02-21T06:24:35Z,Low,IoT Connectivity,lon-dc1-r93.enterprise.net,2023-12-07T10:56:08Z,CHG57542
10.5.243.183,E1:96:4F:41:4B:95,LON-DC1-R73,10.5.243.0/24,Router,2954,LON-DC1-R9-C17,Decommissioned,2024-09-20T00:36:05Z,JNI00I00II,Juniper,MX10003,JunOS 21.0R4,Global Network Services,Reserved,2024-09-20T00:36:05Z,High,DMZ,lon-dc1-r73.corp.local,2023-09-13T06:40:12Z,CHG94390
10.7.193.222,F8:56:F6:59:F7:C2,SIN-DC1-R67,10.7.193.0/24,Router,807,SIN-DC1-R6-C16,Decommissioned,2025-01-09T00:46:31Z,JNV33V33VV,Juniper,MX204,JunOS 20.9R1,Enterprise Network Team,Reserved,2025-01-09T00:46:31Z,High,Management Network,sin-dc1-r67.company.com,2024-03-23T19:31:18Z,CHG78697
10.3.204.161,32:A8:22:8A:28:1C,SFO-DC2-R86,10.3.204.0/24,Router,4012,SFO-DC2-R10-C9,Planned,2024-05-17T05:21:51Z,JNS33S33SS,Juniper,MX10003,JunOS 21.7R2,Core Network Team,Reserved,2024-05-17T05:21:51Z,High,DMZ,sfo-dc2-r86.corp.local,2024-02-11T09:33:57Z,CHG18345
10.5.124.150,F4:ED:32:1A:A3:25,LON-DC1-R27,10.5.124.0/24,Router,1229,LON-DC1-R10-C1,Decommissioned,2024-11-06T19:41:11Z,JNP11P11PP,Juniper,MX480,JunOS 21.3R9,Core Network Team,Reserved,2024-11-06T19:41:11Z,High,DMZ,lon-dc1-r27.global.org,2024-02-28T12:13:19Z,CHG94230
10.7.208.154,8A:FC:5A:A8:F7:91,SIN-DC1-R01,10.7.208.0/24,Router,269,SIN-DC1-R7-C10,Active,2024-07-10T00:51:33Z,JNU22U22UU,Juniper,SRX380,JunOS 20.7R2,Global Network Services,DHCP,2024-07-10T00:51:33Z,High,User Access,sin-dc1-r01.corp.local,2023-07-16T18:48:30Z,CHG24249
10.5.52.176,99:6B:4F:A5:50:62,LON-DC1-R41,10.5.52.0/24,Router,2976,LON-DC1-R5-C8,Planned,2025-02-28T10:12:36Z,JNZ99Z99ZZ,Juniper,MX10003,JunOS 21.9R6,Global Network Services,DHCP,2025-02-28T10:12:36Z,Medium,Management Network,lon-dc1-r41.enterprise.net,2023-06-27T21:44:23Z,CHG50138
10.5.201.196,D5:02:CE:1C:D1:B5,LON-DC1-R40,10.5.201.0/24,Router,3240,LON-DC1-R7-C11,Maintenance,2024-10-14T14:56:27Z,JNO00O00OO,Juniper,MX480,JunOS 20.0R5,Security Infrastructure Team,Reserved,2024-10-14T14:56:27Z,High,Core Infrastructure,lon-dc1-r40.global.org,2024-03-30T04:37:34Z,CHG45908
10.4.240.244,17:C7:F9:7F:8F:C0,SFO-DC1-R42,10.4.240.0/24,Router,3608,SFO-DC1-R2-C11,Decommissioned,2024-06-22T17:59:30Z,JND55D55DD,Juniper,MX204,JunOS 20.1R7,Security Infrastructure Team,Static,2024-06-22T17:59:30Z,Low,Core Infrastructure,sfo-dc1-r42.enterprise.net,2023-12-11T13:15:23Z,CHG36213
10.6.149.177,0B:47:22:A0:B8:E4,SYD-DC1-R42,10.6.149.0/24,Router,3063,SYD-DC1-R1-C5,Active,2024-12-22T00:29:04Z,JNF33F33FF,Juniper,MX480,JunOS 21.4R4,Global Network Services,DHCP,2024-12-22T00:29:04Z,High,Voice Network,syd-dc1-r42.global.org,2024-03-10T15:26:09Z,CHG73747
10.7.8.145,DF:10:A7:FB:90:AA,SIN-DC1-R66,10.7.8.0/24,Router,2654,SIN-DC1-R10-C11,Decommissioned,2024-07-11T03:41:24Z,JNC66C66CC,Juniper,MX204,JunOS 19.5R1,Enterprise Network Team,Reserved,2024-07-11T03:41:24Z,Medium,DMZ,sin-dc1-r66.global.org,2024-04-12T00:08:53Z,CHG12815
10.5.9.3,73:A5:DA:4D:84:72,LON-DC1-R80,10.5.9.0/24,Router,522,LON-DC1-R9-C12,Active,2025-02-28T07:29:28Z,JNG33G33GG,Juniper,SRX380,JunOS 21.9R0,Network Operations Team,DHCP,2025-02-28T07:29:28Z,High,IoT Connectivity,lon-dc1-r80.corp.local,2024-01-13T04:55:44Z,CHG37368
10.3.111.198,B5:0D:46:E1:3F:C0,SFO-DC2-R35,10.3.111.0/24,Router,1559,SFO-DC2-R10-C4,Active,2025-02-25T00:27:24Z,JNO33O33OO,Juniper,MX204,JunOS 20.3R3,Security Infrastructure Team,Reserved,2025-02-25T00:27:24Z,High,Server Farm,sfo-dc2-r35.company.com,2023-07-04T20:32:49Z,CHG37477
10.7.212.49,6B:2E:B8:F4:82:39,SIN-DC1-R96,10.7.212.0/24,Router,2671,SIN-DC1-R5-C8,Active,2025-03-26T20:30:44Z,JNA66A66AA,Juniper,MX10003,JunOS 20.1R6,Global Network Services,DHCP,2025-03-26T20:30:44Z,Medium,Core Infrastructure,sin-dc1-r96.company.com,2023-08-17T06:54:26Z,CHG94850
10.3.65.133,4F:47:F0:13:1F:6B,SFO-DC1-R23,10.3.65.0/24,Router,2562,SFO-DC1-R6-C9,Planned,2024-10-05T08:41:53Z,JNE22E22EE,Juniper,SRX380,JunOS 20.3R4,Core Network Team,Static,2024-10-05T08:41:53Z,High,Management Network,sfo-dc1-r23.enterprise.net,2023-05-13T15:58:39Z,CHG71669
10.4.86.41,33:07:B2:72:2F:D6,SFO-DC2-R06,10.4.86.0/24,Router,1924,SFO-DC2-R5-C5,Planned,2024-11-02T13:16:42Z,JND66D66DD,Juniper,MX204,JunOS 21.0R4,Enterprise Network Team,DHCP,2024-11-02T13:16:42Z,Low,Voice Network,sfo-dc2-r06.company.com,2023-11-04T03:41:29Z,CHG74592
10.7.73.58,2A:30:CE:90:35:7F,SIN-DC1-R29,10.7.73.0/24,Router,3685,SIN-DC1-R3-C11,Decommissioned,2025-02-20T17:05:21Z,JNI44I44II,Juniper,MX480,JunOS 21.9R4,Network Operations Team,Reserved,2025-02-20T17:05:21Z,Low,Voice Network,sin-dc1-r29.corp.local,2023-12-13T14:28:25Z,CHG14485
10.6.7.37,11:79:52:CB:A5:05,SYD-DC1-R26,10.6.7.0/24,Access Router,483,SYD-DC1-R5-C17,Planned,2024-10-19T10:11:16Z,JNP99P99PP,Juniper,MX10003,JunOS 21.4R8,Network Operations Team,Static,2024-10-19T10:11:16Z,Low,Server Farm,syd-dc1-r26.enterprise.net,2023-09-12T00:33:33Z,CHG73878
10.2.32.201,BB:DA:0D:40:30:74,NYC-DC2-R67,10.2.32.0/24,Router,3981,NYC-DC2-R9-C6,Decommissioned,2025-04-03T07:05:24Z,JND44D44DD,Juniper,MX10003,JunOS 20.8R1,Enterprise Network Team,Static,2025-04-03T07:05:24Z,High,Voice Network,nyc-dc2-r67.corp.local,2024-03-23T19:51:15Z,CHG99204
10.2.77.145,18:B9:75:55:BF:51,NYC-DC1-R94,10.2.77.0/24,Router,3929,NYC-DC1-R7-C10,Decommissioned,2024-05-20T14:15:43Z,JNV99V99VV,Juniper,MX204,JunOS 20.3R4,Enterprise Network Team,DHCP,2024-05-20T14:15:43Z,High,Management Network,nyc-dc1-r94.global.org,2023-10-31T08:28:56Z,CHG52194
10.5.159.54,22:1E:D2:47:49:F6,LON-DC1-R10,10.5.159.0/24,Router,927,LON-DC1-R5-C5,Decommissioned,2024-05-28T23:46:12Z,ARY66Y66YY,Arista,7500R2,EOS 4.3.5,Core Network Team,Reserved,2024-05-28T23:46:12Z,High,Management Network,lon-dc1-r10.corp.local,2023-07-21T12:51:08Z,CHG68114
10.5.159.135,34:F1:76:E0:98:3F,LON-DC1-R02,10.5.159.0/24,Router,690,LON-DC1-R8-C10,Maintenance,2024-12-14T18:45:46Z,ARE55E55EE,Arista,7500R,EOS 4.7.6,Enterprise Network Team,Static,2024-12-14T18:45:46Z,Low,Voice Network,lon-dc1-r02.company.com,2024-02-10T18:51:30Z,CHG89077
10.5.215.15,35:8F:8D:80:A8:D6,LON-DC1-R64,10.5.215.0/24,Router,1089,LON-DC1-R2-C16,Decommissioned,2025-01-15T02:28:28Z,ARL11L11LL,Arista,7280R,EOS 4.9.6,Enterprise Network Team,Reserved,2025-01-15T02:28:28Z,High,DMZ,lon-dc1-r64.global.org,2023-05-18T22:46:45Z,CHG88861
10.1.184.149,D7:C9:14:B1:E1:EB,NYC-DC1-R16,10.1.184.0/24,Router,3772,NYC-DC1-R7-C1,Decommissioned,2024-08-23T02:35:06Z,ARM66M66MM,Arista,7280R3,EOS 4.5.1,Network Operations Team,DHCP,2024-08-23T02:35:06Z,Medium,Server Farm,nyc-dc1-r16.enterprise.net,2023-09-16T10:46:21Z,CHG42597
10.2.82.54,A4:CD:B2:58:FF:2D,NYC-DC2-R82,10.2.82.0/24,Router,2037,NYC-DC2-R3-C13,Maintenance,2024-12-29T01:57:39Z,ARL33L33LL,Arista,7280R,EOS 4.6.5,Network Operations Team,Reserved,2024-12-29T01:57:39Z,Medium,IoT Connectivity,nyc-dc2-r82.global.org,2023-09-15T18:08:22Z,CHG54171
10.3.97.149,9E:97:5B:CB:26:65,SFO-DC1-R03,10.3.97.0/24,Router,3413,SFO-DC1-R4-C8,Maintenance,2024-07-27T18:33:59Z,ARC77C77CC,Arista,7280R3,EOS 4.0.7,Global Network Services,Reserved,2024-07-27T18:33:59Z,Medium,User Access,sfo-dc1-r03.corp.local,2023-06-28T01:22:35Z,CHG11627
10.2.98.106,5F:CC:C6:85:BA:86,NYC-DC2-R57,10.2.98.0/24,Router,3307,NYC-DC2-R10-C8,Planned,2024-06-11T07:14:43Z,ARE33E33EE,Arista,7500R,EOS 4.8.5,Enterprise Network Team,Static,2024-06-11T07:14:43Z,High,Server Farm,nyc-dc2-r57.global.org,2023-08-15T02:52:22Z,CHG85269
10.7.33.245,57:0B:E5:1D:B1:F4,SIN-DC1-R64,10.7.33.0/24,Router,2764,SIN-DC1-R5-C11,Maintenance,2025-01-27T08:47:53Z,ARA77A77AA,Arista,7500R2,EOS 4.4.8,Enterprise Network Team,Reserved,2025-01-27T08:47:53Z,Low,DMZ,sin-dc1-r64.global.org,2023-06-27T14:43:01Z,CHG80728
10.5.183.151,3D:24:20:D3:52:63,LON-DC1-R79,10.5.183.0/24,Router,3876,LON-DC1-R7-C19,Decommissioned,2024-06-07T04:00:56Z,ART22T22TT,Arista,7500R2,EOS 4.5.1,Global Network Services,DHCP,2024-06-07T04:00:56Z,High,Core Infrastructure,lon-dc1-r79.global.org,2023-06-25T09:22:10Z,CHG54996
10.5.129.128,2E:5E:85:CD:66:74,LON-DC1-R23,10.5.129.0/24,Router,1339,LON-DC1-R7-C10,Active,2024-05-03T09:48:41Z,ARA88A88AA,Arista,7280R,EOS 4.8.0,Enterprise Network Team,Reserved,2024-05-03T09:48:41Z,High,User Access,lon-dc1-r23.enterprise.net,2024-03-31T08:10:13Z,CHG19094
10.7.176.25,4F:BF:5A:E1:5A:4C,SIN-DC1-R24,10.7.176.0/24,Router,3769,SIN-DC1-R6-C15,Decommissioned,2024-12-25T17:43:39Z,ARL99L99LL,Arista,7500R,EOS 4.9.2,Global Network Services,Static,2024-12-25T17:43:39Z,Medium,User Access,sin-dc1-r24.company.com,2023-09-10T23:57:41Z,CHG42272
10.4.21.92,1E:F5:32:2E:A4:C9,SFO-DC2-R25,10.4.21.0/24,Router,98,SFO-DC2-R8-C4,Planned,2024-11-08T01:50:09Z,ARJ77J77JJ,Arista,7500R2,EOS 4.6.1,Enterprise Network Team,DHCP,2024-11-08T01:50:09Z,Medium,Voice Network,sfo-dc2-r25.global.org,2023-08-29T09:32:22Z,CHG75223
10.1.157.229,58:A0:18:0E:18:9B,NYC-DC1-R25,10.1.157.0/24,Access Router,1873,NYC-DC1-R3-C8,Planned,2024-06-08T21:51:32Z,ARG00G00GG,Arista,7500R,EOS 4.0.3,Core Network Team,Reserved,2024-06-08T21:51:32Z,Low,Management Network,nyc-dc1-r25.corp.local,2023-11-10T22:40:01Z,CHG37097
10.7.105.231,3B:94:02:7B:A9:5A,SIN-DC1-R06,10.7.105.0/24,Router,3538,SIN-DC1-R5-C7,Planned,2025-02-01T09:39:15Z,ARH00H00HH,Arista,7500R,EOS 4.6.9,Global Network Services,Reserved,2025-02-01T09:39:15Z,Medium,IoT Connectivity,sin-dc1-r06.company.com,2023-10-11T02:43:07Z,CHG64216
10.3.202.11,E5:41:72:24:3A:3B,SFO-DC2-R33,10.3.202.0/24,Router,1174,SFO-DC2-R5-C19,Planned,2024-11-25T20:40:25Z,ARZ22Z22ZZ,Arista,7500R2,EOS 4.6.4,Core Network Team,Static,2024-11-25T20:40:25Z,High,DMZ,sfo-dc2-r33.global.org,2024-03-17T04:08:29Z,CHG36493
10.6.240.123,37:39:75:13:C6:5E,SYD-DC1-R17,10.6.240.0/24,Router,3151,SYD-DC1-R1-C17,Maintenance,2024-12-19T10:49:28Z,ARY11Y11YY,Arista,7280R3,EOS 4.2.7,Security Infrastructure Team,Reserved,2024-12-19T10:49:28Z,High,User Access,syd-dc1-r17.enterprise.net,2023-05-19T14:13:14Z,CHG84553
10.5.102.231,1C:C8:C2:4E:95:20,LON-DC1-R45,10.5.102.0/24,Router,2281,LON-DC1-R3-C5,Planned,2024-08-21T08:55:07Z,ARF55F55FF,Arista,7500R2,EOS 4.9.8,Core Network Team,Static,2024-08-21T08:55:07Z,Low,Core Infrastructure,lon-dc1-r45.company.com,2023-10-08T19:08:15Z,CHG77901
10.7.189.10,49:35:77:03:C3:01,SIN-DC1-R93,10.7.189.0/24,Router,2341,SIN-DC1-R7-C10,Decommissioned,2025-04-30T13:48:23Z,ARM11M11MM,Arista,7280R3,EOS 4.0.7,Global Network Services,Reserved,2025-04-30T13:48:23Z,Low,IoT Connectivity,sin-dc1-r93.corp.local,2024-01-22T19:16:52Z,CHG74298
10.5.232.138,B8:72:49:92:59:C6,LON-DC1-R62,10.5.232.0/24,Router,783,LON-DC1-R10-C7,Planned,2025-02-02T08:11:11Z,ARM55M55MM,Arista,7280R,EOS 4.3.3,Global Network Services,Reserved,2025-02-02T08:11:11Z,Medium,User Access,lon-dc1-r62.global.org,2023-09-25T03:54:42Z,CHG94410
10.6.231.77,D3:1A:66:6F:AC:50,SYD-DC1-R61,10.6.231.0/24,Router,639,SYD-DC1-R7-C19,Maintenance,2025-02-24T08:12:15Z,ARQ77Q77QQ,Arista,7500R,EOS 4.4.9,Security Infrastructure Team,DHCP,2025-02-24T08:12:15Z,Low,User Access,syd-dc1-r61.enterprise.net,2023-10-31T13:50:50Z,CHG42204
10.6.49.202,21:2B:0A:04:1B:A9,SYD-DC1-R98,10.6.49.0/24,Access Router,1387,SYD-DC1-R3-C10,Planned,2024-11-02T02:30:08Z,ARK22K22KK,Arista,7280R3,EOS 4.9.7,Core Network Team,Reserved,2024-11-02T02:30:08Z,High,Server Farm,syd-dc1-r98.corp.local,2024-04-16T10:35:27Z,CHG29925
10.2.143.177,7F:3A:4B:E3:31:14,NYC-DC2-R21,10.2.143.0/24,Router,2470,NYC-DC2-R8-C1,Decommissioned,2024-09-16T08:31:17Z,ARE66E66EE,Arista,7500R2,EOS 4.4.1,Security Infrastructure Team,DHCP,2024-09-16T08:31:17Z,Medium,DMZ,nyc-dc2-r21.enterprise.net,2023-07-16T04:09:10Z,CHG77295
10.1.26.167,7A:9C:86:E5:DD:AC,NYC-DC2-R41,10.1.26.0/24,Router,1154,NYC-DC2-R5-C3,Decommissioned,2024-11-07T10:35:50Z,ARZ66Z66ZZ,Arista,7280R3,EOS 4.8.3,Core Network Team,Reserved,2024-11-07T10:35:50Z,High,Core Infrastructure,nyc-dc2-r41.enterprise.net,2024-04-01T03:56:06Z,CHG76688
10.3.90.96,21:4E:79:2C:26:04,SFO-DC1-R32,10.3.90.0/24,Router,376,SFO-DC1-R2-C1,Decommissioned,2024-07-12T16:03:00Z,ARO11O11OO,Arista,7280R3,EOS 4.3.1,Security Infrastructure Team,Static,2024-07-12T16:03:00Z,Medium,IoT Connectivity,sfo-dc1-r32.company.com,2024-02-05T01:05:52Z,CHG20408
10.7.253.155,5F:F0:93:1F:E2:5E,SIN-DC1-R61,10.7.253.0/24,Router,3425,SIN-DC1-R10-C10,Decommissioned,2025-01-03T07:45:50Z,ARW11W11WW,Arista,7280R3,EOS 4.2.6,Enterprise Network Team,Reserved,2025-01-03T07:45:50Z,Medium,Voice Network,sin-dc1-r61.enterprise.net,2023-07-26T08:40:53Z,CHG65905
10.5.128.73,52:21:1F:20:FC:B0,LON-DC1-R68,10.5.128.0/24,Router,1075,LON-DC1-R6-C15,Planned,2024-12-08T15:42:23Z,ART11T11TT,Arista,7280R3,EOS 4.9.1,Global Network Services,DHCP,2024-12-08T15:42:23Z,Medium,DMZ,lon-dc1-r68.global.org,2023-08-27T04:52:26Z,CHG74105
10.3.21.177,B4:D1:EE:EC:A6:CE,SFO-DC1-R76,10.3.21.0/24,Router,1498,SFO-DC1-R1-C14,Maintenance,2024-10-03T17:12:55Z,ARO22O22OO,Arista,7500R,EOS 4.6.2,Security Infrastructure Team,Reserved,2024-10-03T17:12:55Z,High,Server Farm,sfo-dc1-r76.corp.local,2023-07-25T20:53:46Z,CHG22431
10.6.11.128,C8:51:9B:8E:74:61,SYD-DC1-R44,10.6.11.0/24,Router,3904,SYD-DC1-R6-C16,Planned,2024-05-27T13:58:38Z,ART66T66TT,Arista,7500R,EOS 4.5.1,Security Infrastructure Team,Static,2024-05-27T13:58:38Z,Medium,Server Farm,syd-dc1-r44.global.org,2024-03-09T16:40:04Z,CHG38364
10.1.173.162,9F:DB:3E:42:90:AE,NYC-DC2-R81,10.1.173.0/24,Router,2365,NYC-DC2-R6-C7,Maintenance,2024-09-10T22:27:21Z,ARO33O33OO,Arista,7280R,EOS 4.4.8,Network Operations Team,Reserved,2024-09-10T22:27:21Z,Low,User Access,nyc-dc2-r81.corp.local,2024-02-01T14:23:00Z,CHG87704
10.4.9.81,30:C4:4B:A4:29:FB,SFO-DC2-R73,10.4.9.0/24,Router,2065,SFO-DC2-R5-C8,Decommissioned,2025-03-07T20:10:30Z,ARG33G33GG,Arista,7500R,EOS 4.3.8,Global Network Services,Reserved,2025-03-07T20:10:30Z,High,User Access,sfo-dc2-r73.company.com,2023-08-26T09:34:43Z,CHG44208
